Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M9_ALLSKY_SFC_SW_DWN,M10_ALLSKY_SFC_SW_DWN,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M9_PRECTOTCORR,M10_PRECTOTCORR,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M9_QV2M,M10_QV2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M9_RH2M,M10_RH2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M9_T2M,M10_T2M,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M9_T2MDEW,M10_T2MDEW,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M9_T2M_MAX,M10_T2M_MAX,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M9_T2M_MIN,M10_T2M_MIN,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M,M9_WS2M,M10_WS2M
2022,STONEWALL,,,,26.43,27.13,26.48,21.03,22.25,15.05,1.64,1.93,0.47,2.84,0.27,2.59,9.1,11.37,11.05,13.01,10.72,7.05,43.85,44.3,33.77,49.53,47.04,50.14,26.81,30.22,33.94,30.31,27.36,19.42,10.65,14.96,14.63,17.13,13.75,7.21,43.28,43.87,44.63,42.6,37.05,33.14,8.76,18.7,24.56,21.08,16.3,6.44,4.09,3.41,3.13,2.68,2.73,2.99
2023,STONEWALL,,,,23.61,25.52,26.77,25.19,20.56,15.66,4.71,3.14,1.48,0.26,2.1,3.76,11.54,13.14,12.57,10.49,11.92,8.35,63.96,56.27,43.88,32.83,50.99,56.51,23.37,28.6,31.82,33.42,28.49,19.22,14.93,17.05,16.49,13.79,15.74,9.03,37.81,45.1,44.27,44.83,43.56,34.95,10.79,16.7,20.2,20.64,17.94,-1.68,2.8,2.6,2.96,3.06,2.8,3.07
2024,STONEWALL,,,,23.82,26.42,26.07,24.86,19.54,17.55,4.08,2.14,1.15,0.52,3.49,0.04,11.84,14.54,13.07,11.72,12.14,7.94,61.62,56.92,48.36,38.69,61.14,44.45,24.58,29.61,30.48,32.83,24.76,23.14,15.08,18.9,17.3,15.51,15.81,9.26,39.59,42.13,42.25,45.93,37.54,37.82,12.35,18.32,20.03,23.11,13.65,9.78,3.23,3.52,3.12,3.13,2.44,3.28
2000,JONES,,,,25.92,20.77,26.5,25.53,21.48,11.39,1.4,4.58,0.39,0.03,0.44,3.96,9.35,13.63,10.73,9.87,8.02,9.75,44.59,63.83,38.07,34.35,35.93,66.65,26.67,26.01,31.13,31.55,27.02,19.02,11.03,17.74,14.02,12.7,8.74,11.37,44.31,38.3,41.96,40.88,43.51,39.51,10.94,14.48,20.84,21.74,6.83,5.08,4.44,3.74,3.49,3.49,3.27,3.76
2001,JONES,,,,23.85,27.12,26.87,21.64,20.52,17.03,2.36,0.71,0.2,2.15,2.53,1.14,10.36,11.56,11.76,13.04,11.21,7.14,55.82,48.04,40.07,53.42,59.74,52.57,24.08,28.58,31.85,28.68,23.53,18.15,13.03,15.12,15.49,17.07,14.23,7.06,39.21,40.23,42.74,39.78,37.08,32.72,10.92,17.11,20.1,19.7,8.65,3.47,3.76,4.05,3.5,2.73,2.8,3.77
2002,JONES,,,,23.46,25.1,22.85,24.47,19.82,10.83,2.82,1.6,4.51,0.94,1.75,4.63,9.88,12.58,14.97,13.0,10.52,8.97,54.68,55.42,67.21,50.62,52.58,72.52,23.03,27.19,26.81,29.41,24.82,16.45,12.08,16.47,19.36,17.06,13.43,10.69,38.03,37.71,38.72,40.77,36.99,33.36,9.65,15.53,19.65,19.37,12.05,3.68,4.1,3.61,3.16,3.33,2.89,2.96
2003,JONES,,,,22.54,24.96,26.61,21.31,18.44,15.11,1.79,5.98,0.21,1.83,1.61,1.83,9.35,13.85,12.57,12.58,11.25,8.74,48.99,67.46,49.52,48.88,61.07,59.1,24.77,25.11,29.52,29.67,23.4,19.49,11.1,17.95,16.55,16.55,14.59,10.16,39.54,36.29,40.5,43.12,34.06,32.2,12.34,13.81,20.75,18.1,13.26,6.11,3.5,3.04,3.24,2.96,3.05,2.88
2004,JONES,,,,24.36,22.74,24.96,21.4,19.77,12.99,1.09,4.48,2.78,3.91,1.14,4.5,10.43,14.05,13.0,13.84,11.23,10.61,55.23,65.82,55.49,64.61,57.42,72.43,24.06,26.07,28.06,25.87,24.34,19.08,12.99,18.18,16.99,17.99,14.46,13.33,38.34,40.28,39.89,37.46,36.25,30.4,7.04,18.22,16.77,17.07,12.22,6.04,4.23,3.51,3.34,2.65,2.91,3.05
2005,JONES,,,,20.51,26.22,24.65,21.63,20.67,15.56,3.2,1.17,2.6,6.08,0.49,2.58,10.99,12.84,13.45,14.82,11.61,8.84,65.4,55.79,54.42,66.69,53.03,64.18,21.85,27.45,28.62,26.52,26.5,17.97,14.14,16.65,17.66,19.14,15.17,10.42,36.97,38.36,41.01,35.41,39.64,34.25,6.84,17.58,18.34,18.29,14.22,1.23,3.41,3.71,2.81,2.42,2.93,2.87
2006,JONES,,,,26.02,28.23,26.74,22.62,19.37,15.95,2.61,1.39,0.41,2.2,2.63,2.24,10.05,10.61,11.86,13.15,10.12,8.0,52.32,44.42,44.76,49.32,57.5,57.18,24.44,28.5,30.19,29.98,22.48,18.3,12.45,13.63,15.56,17.25,12.55,8.74,38.79,40.37,40.49,40.31,34.9,33.16,10.05,16.16,19.02,18.18,11.23,2.9,3.78,3.26,3.4,2.97,3.04,3.36
2007,JONES,,,,18.6,22.2,22.38,23.18,18.75,17.99,3.97,5.34,2.41,4.72,1.66,0.58,12.23,14.52,15.14,15.75,13.94,8.5,75.07,71.28,72.16,69.8,70.24,55.58,21.12,24.97,25.49,26.83,24.5,19.52,16.03,18.76,19.58,20.18,18.18,9.3,31.73,35.91,33.5,36.29,32.9,32.97,12.64,16.07,18.83,20.5,14.04,4.11,2.99,3.02,2.43,3.23,2.83,3.48
2008,JONES,,,,25.29,27.2,26.0,20.64,19.99,17.1,2.25,3.35,1.16,3.69,1.9,1.99,9.53,12.57,12.82,13.8,10.4,7.6,50.81,51.49,51.97,61.93,57.83,55.42,23.74,28.57,28.73,26.93,23.01,18.18,11.05,16.49,16.83,17.99,13.24,8.01,38.84,39.75,41.21,39.15,35.13,34.3,5.94,19.16,18.76,17.88,11.8,2.24,4.05,4.14,3.45,2.51,2.55,3.38
2009,JONES,,,,21.61,24.25,24.97,24.48,16.65,12.86,2.32,2.85,3.98,0.89,3.16,2.86,10.38,12.36,13.17,12.43,11.42,8.34,58.92,50.37,53.76,48.42,64.53,65.28,22.89,28.74,28.7,29.24,22.71,16.47,13.18,16.14,17.2,16.31,14.77,8.95,39.44,40.61,40.68,39.45,36.1,33.33,9.38,14.54,19.29,17.49,9.37,2.08,3.18,3.58,2.87,3.17,3.09,3.62
2010,JONES,,,,21.93,25.28,22.86,24.37,19.27,17.71,2.31,3.19,4.43,1.05,4.43,1.11,10.77,14.54,15.73,13.33,13.32,6.94,60.27,61.32,68.71,49.63,65.43,51.0,22.66,27.77,27.03,29.73,24.79,18.36,13.26,18.84,20.14,17.33,17.06,7.11,36.96,38.12,37.08,39.79,35.41,30.96,7.76,18.78,20.34,19.53,8.82,5.56,3.47,3.81,3.08,2.86,3.06,2.76
2011,JONES,,,,25.42,28.84,26.91,24.93,21.04,16.86,1.06,0.5,0.13,1.42,0.5,3.07,7.64,10.08,11.05,11.64,7.46,7.39,41.0,36.06,35.06,39.86,36.1,54.88,24.04,31.35,32.92,32.14,25.7,18.24,7.47,12.83,14.49,15.14,7.93,7.53,43.45,43.66,42.23,42.57,39.55,33.48,5.33,20.64,24.06,20.75,12.63,2.04,4.38,4.67,3.42,3.13,2.87,3.4
2012,JONES,,,,23.7,26.58,25.58,22.66,18.58,15.56,2.73,1.7,1.66,1.56,5.45,0.43,10.63,12.45,12.62,11.56,9.97,8.05,56.07,52.55,48.63,46.59,53.8,60.24,24.49,28.27,29.68,29.11,24.2,17.08,13.65,16.27,16.62,15.01,12.56,8.44,39.97,42.09,40.68,42.63,40.31,33.27,11.43,15.98,20.94,17.58,12.14,0.75,3.82,3.44,3.2,2.89,3.21,3.22
2013,JONES,,,,23.33,26.37,24.05,24.55,19.04,15.31,1.71,2.83,4.03,1.4,2.79,1.4,9.56,12.65,12.67,12.77,11.51,8.54,53.25,54.56,54.86,50.5,55.26,61.23,22.8,27.6,27.56,29.09,25.59,18.33,10.88,16.49,16.29,16.83,14.91,9.63,40.08,41.06,39.95,40.24,39.26,32.92,2.58,15.83,17.04,18.88,11.63,2.06,4.22,3.7,3.11,2.91,2.84,3.39
2014,JONES,,,,25.09,24.92,24.12,23.9,17.19,17.43,3.07,2.78,2.15,1.46,2.94,1.17,8.64,13.95,12.62,12.32,12.67,8.53,47.99,62.37,52.77,49.26,65.2,55.17,23.25,26.7,28.32,28.96,24.23,20.4,8.92,18.11,16.57,16.21,16.57,10.1,39.82,37.81,38.87,40.3,39.18,35.56,7.21,14.04,17.36,18.13,10.46,7.75,3.82,4.23,3.22,3.07,2.77,3.21
2015,JONES,,,,19.73,26.3,26.53,23.32,20.63,15.69,7.02,3.2,3.23,0.8,0.51,3.95,12.15,14.43,14.41,12.9,11.8,8.49,73.5,67.03,59.37,50.9,53.12,56.96,21.35,26.07,28.21,29.08,26.57,19.9,15.65,18.76,18.76,16.94,15.44,9.96,31.29,35.48,37.96,40.51,36.78,34.52,9.69,15.54,16.82,17.66,16.94,5.14,3.67,3.16,3.43,2.98,3.06,3.03
2016,JONES,,,,22.18,25.39,27.05,21.93,19.45,17.26,6.02,2.8,0.76,3.19,4.15,1.13,11.65,14.79,14.08,14.26,13.7,10.34,70.81,70.66,52.42,62.81,69.73,65.64,21.16,25.39,29.95,27.18,24.11,20.58,14.69,19.12,18.37,18.5,17.68,13.26,34.44,36.18,38.76,38.43,35.47,33.03,6.59,15.48,21.45,16.36,11.29,9.03,3.62,3.1,3.77,3.07,2.95,3.45
2017,JONES,,,,24.14,25.67,25.71,20.39,18.76,17.49,2.57,2.6,2.07,3.07,3.49,0.27,9.03,13.74,13.81,14.23,11.1,8.06,53.02,61.3,53.35,62.37,56.68,55.42,22.19,27.02,29.45,26.94,24.83,18.04,10.68,17.92,18.09,18.43,14.26,7.87,37.34,41.1,39.3,37.14,39.21,32.0,7.18,17.44,21.02,16.08,14.33,1.11,3.78,3.34,2.77,2.7,3.09,3.56
2018,JONES,,,,26.02,27.59,24.21,22.89,16.22,12.05,1.76,2.51,1.2,2.18,5.15,9.2,11.13,13.42,12.05,13.0,13.87,10.18,51.88,50.93,45.2,53.08,75.25,79.04,26.54,29.84,30.33,28.56,23.2,16.69,14.35,17.51,15.82,17.01,18.0,12.64,41.4,40.73,42.42,38.24,36.06,32.54,11.91,20.74,21.0,19.52,9.0,0.64,4.0,4.02,2.92,3.1,2.7,3.19
2019,JONES,,,,20.81,25.9,27.24,23.63,20.61,15.99,5.72,2.57,0.66,0.53,1.25,0.41,12.28,14.54,13.77,13.91,13.17,6.93,74.4,69.93,56.63,49.48,54.46,49.96,21.08,25.33,28.13,30.98,28.05,17.39,15.73,18.74,17.82,18.14,17.27,5.62,33.12,38.26,38.57,42.09,37.07,34.71,7.06,14.81,17.33,21.69,20.59,-5.23,3.68,3.22,3.15,3.26,3.16,3.71
2020,JONES,,,,26.35,27.27,25.27,24.26,17.81,16.49,1.72,2.38,1.32,0.65,5.67,0.4,10.09,12.52,13.42,11.77,11.8,6.85,52.82,54.63,49.19,43.24,69.1,53.98,24.31,27.25,30.53,30.49,21.86,17.28,12.58,15.86,17.44,15.48,14.92,6.48,40.69,39.06,43.24,43.32,35.66,37.35,8.68,14.21,21.84,19.36,7.88,-1.73,3.8,3.8,3.27,3.04,2.79,3.53
2021,JONES,,,,20.36,25.17,24.07,22.69,21.14,17.47,5.17,2.74,2.65,1.87,0.9,1.6,11.78,14.7,14.85,14.35,10.94,8.74,72.85,67.0,64.02,59.73,49.33,55.41,20.92,26.46,27.46,28.05,26.43,20.33,15.24,18.98,19.21,18.62,13.77,9.94,34.1,38.46,38.73,38.76,38.8,34.68,8.88,14.48,20.11,17.14,12.32,6.68,3.62,3.05,2.54,3.07,2.85,3.42
2022,JONES,,,,24.95,27.34,25.93,21.21,21.48,16.33,1.36,1.75,0.32,2.34,0.56,2.85,9.48,11.37,11.1,12.99,10.97,7.12,45.34,44.78,35.11,50.03,49.43,50.73,26.6,29.84,33.22,29.84,26.75,19.19,11.22,14.81,14.56,16.98,13.93,7.22,42.22,42.79,44.13,41.25,36.18,32.88,8.9,19.19,24.07,20.78,15.79,6.18,4.2,3.45,3.21,2.79,2.69,3.02
2023,JONES,,,,22.75,25.03,26.36,25.08,20.24,15.69,4.6,2.64,1.27,0.28,2.45,3.31,11.83,12.69,12.32,10.56,12.18,8.54,66.26,53.96,43.39,33.67,52.7,57.42,23.0,28.73,31.48,32.87,28.05,19.21,15.28,16.33,16.04,13.74,15.94,9.16,37.43,44.53,43.2,43.87,42.54,34.68,11.41,16.3,19.92,20.33,17.44,-1.63,2.91,2.79,3.1,3.1,2.89,3.21
2024,JONES,,,,21.67,26.29,25.62,24.4,19.55,18.05,4.38,1.52,1.06,0.64,4.94,0.07,12.03,14.39,13.15,11.73,12.49,8.21,61.98,57.1,50.24,40.25,64.9,46.9,24.59,29.2,29.86,32.09,23.95,22.67,15.17,18.6,17.24,15.36,16.12,9.67,39.92,40.91,41.17,45.19,36.13,36.87,13.1,19.47,19.98,22.03,12.87,9.18,3.37,3.68,3.18,3.15,2.41,3.23
2000,DAWSON,,,,28.17,22.39,26.53,24.94,22.85,12.42,0.97,4.73,0.52,0.16,0.15,3.2,7.02,12.89,10.36,9.7,7.04,8.79,34.86,60.78,38.66,36.64,31.96,64.19,26.06,25.59,29.73,29.48,26.4,17.94,6.01,16.43,13.04,12.04,6.61,9.5,43.17,39.22,41.43,39.23,40.87,39.64,10.09,15.96,19.52,20.09,6.55,1.95,4.23,3.66,3.39,3.18,3.13,3.61
2001,DAWSON,,,,25.83,28.74,28.04,23.46,21.4,17.77,1.56,0.34,0.4,2.41,1.5,0.59,8.32,9.71,10.39,12.09,10.19,6.17,45.19,38.77,35.81,50.25,52.92,45.96,23.82,29.05,31.25,28.09,23.61,18.07,9.1,11.79,13.11,15.38,12.36,4.74,39.1,41.84,41.88,38.59,37.47,33.44,8.21,17.4,18.58,18.74,8.84,3.89,3.65,4.04,3.62,2.8,2.85,3.48
2002,DAWSON,,,,25.24,26.38,25.32,24.8,20.72,12.15,0.97,1.22,2.08,0.87,1.22,3.71,8.06,11.5,13.09,11.88,9.37,8.26,43.07,47.32,56.11,45.33,47.42,67.43,23.84,28.06,27.48,29.33,24.44,16.11,8.17,14.61,16.71,15.14,11.16,9.04,37.44,38.92,39.59,41.09,36.46,33.59,9.99,15.62,19.43,19.72,11.77,3.27,4.31,3.92,3.22,3.57,2.89,2.9
2003,DAWSON,,,,25.66,26.35,27.35,23.21,19.96,15.8,1.78,2.96,0.36,1.52,1.09,0.89,7.24,12.09,11.68,11.41,10.35,8.0,39.65,57.03,47.32,45.82,56.13,54.55,24.1,25.67,28.74,28.82,23.21,19.19,6.16,15.18,14.88,14.51,12.84,8.2,40.59,38.6,40.22,41.6,34.93,34.08,11.41,14.2,19.26,16.82,12.71,4.66,3.51,3.45,3.44,3.19,3.15,2.86
2004,DAWSON,,,,27.57,25.85,25.34,23.17,19.14,13.97,0.26,3.41,2.73,2.51,4.0,2.76,8.45,11.61,12.39,13.07,11.13,9.64,45.44,52.53,54.1,60.59,61.04,70.54,24.17,26.87,27.34,25.89,22.98,17.67,8.73,14.44,15.79,16.66,13.85,11.41,38.89,40.35,38.8,37.67,36.34,29.47,7.03,16.01,15.17,16.44,11.0,4.55,4.16,3.5,3.36,2.76,3.01,2.99
2005,DAWSON,,,,21.96,28.05,25.51,23.28,21.5,15.88,2.4,0.82,2.42,4.01,0.15,3.13,9.67,11.56,12.6,13.7,10.91,8.62,59.02,50.22,51.94,63.48,51.27,66.09,21.57,27.23,28.11,25.76,25.66,17.0,11.56,14.5,16.16,17.43,13.76,9.79,37.99,39.34,41.41,35.43,38.35,34.51,6.02,14.59,16.53,17.41,12.99,2.87,3.4,3.81,3.01,2.56,2.89,2.76
2006,DAWSON,,,,26.78,28.46,27.67,22.46,19.82,16.5,1.3,0.96,0.71,3.25,3.04,2.8,8.3,9.35,11.13,13.51,10.12,7.98,42.21,39.61,41.84,56.81,59.07,59.41,25.01,28.19,29.63,27.42,21.67,17.17,8.89,11.31,14.16,17.21,12.11,8.14,39.74,41.41,40.58,38.62,34.63,32.81,10.19,15.55,18.7,16.39,10.38,2.73,3.68,3.32,3.16,2.68,2.98,3.24
2007,DAWSON,,,,20.55,25.81,23.6,23.98,20.1,19.09,5.44,3.09,1.63,3.82,1.9,0.18,10.64,12.99,13.88,14.77,13.3,7.84,70.25,65.52,65.82,67.04,67.72,52.52,19.93,24.37,25.33,26.03,24.02,18.78,13.36,16.42,17.7,18.68,17.0,7.59,31.88,37.07,35.05,35.29,34.74,32.37,9.54,13.06,17.21,19.32,14.22,3.25,3.06,2.96,2.39,3.25,2.88,3.34
2008,DAWSON,,,,26.47,28.0,25.1,22.02,20.37,17.15,1.39,1.96,1.06,2.98,3.68,2.12,7.44,10.59,12.3,12.84,10.48,7.66,40.78,42.65,50.69,58.65,61.43,58.45,23.42,28.84,27.95,26.24,21.8,17.08,6.7,13.07,15.74,16.38,13.05,7.68,40.85,40.94,38.56,38.01,34.48,32.26,4.88,15.6,17.45,15.85,11.05,1.09,3.99,4.27,3.47,2.61,2.34,3.11
2009,DAWSON,,,,24.4,25.65,25.41,25.16,18.96,15.02,1.52,2.2,3.57,0.66,1.52,1.0,8.8,11.38,12.4,11.47,10.23,7.11,49.95,47.76,51.68,45.67,57.54,55.75,23.02,28.0,28.08,28.51,22.5,16.45,10.12,14.14,15.79,14.6,12.55,6.25,39.2,40.38,40.51,39.07,35.32,33.4,9.44,14.83,17.23,17.26,9.26,-0.7,3.27,3.3,2.78,3.17,2.88,3.41
2010,DAWSON,,,,24.58,26.45,22.53,25.49,19.64,17.62,1.15,2.47,4.6,1.11,3.27,0.44,8.89,13.09,15.15,12.58,12.37,6.67,50.21,53.76,68.7,49.01,62.96,49.87,22.55,28.14,26.03,28.63,23.95,17.93,9.42,16.63,19.06,15.91,15.47,6.16,36.83,42.79,37.56,38.9,35.65,31.5,7.22,18.8,19.39,13.97,10.08,3.74,3.82,3.94,3.18,3.03,2.92,2.82
2011,DAWSON,,,,28.69,29.71,27.27,25.6,20.88,17.67,0.29,0.23,0.12,0.57,0.79,0.75,4.9,8.19,10.34,10.57,7.23,6.23,27.35,29.71,34.23,36.19,36.57,46.78,23.77,31.11,31.73,31.62,24.76,18.24,0.52,8.98,12.98,13.16,7.1,4.85,41.72,44.42,40.77,42.37,38.67,35.62,4.77,19.63,22.5,21.18,12.43,1.29,4.2,4.64,3.53,3.19,2.67,3.32
2012,DAWSON,,,,25.71,28.16,25.58,23.51,18.64,16.95,2.31,0.98,0.96,0.82,3.72,0.28,8.37,10.54,11.53,10.46,9.06,7.1,47.82,42.52,45.03,41.11,48.45,55.34,23.92,28.98,28.98,29.07,24.24,16.76,8.96,13.03,14.75,13.03,10.64,6.42,40.03,41.94,39.36,41.77,40.04,33.3,9.79,17.1,19.82,17.71,10.73,0.17,3.63,3.79,3.16,2.94,3.11,3.11
2013,DAWSON,,,,26.65,28.03,25.2,25.38,20.26,16.8,1.37,2.46,2.24,1.31,1.18,1.68,7.1,11.74,11.61,11.66,10.31,7.08,40.21,50.3,50.0,46.71,50.34,53.31,22.76,27.68,27.25,28.56,25.02,17.84,5.5,14.75,14.58,14.94,12.53,6.37,39.6,42.57,39.0,40.0,37.6,35.15,1.44,15.35,16.46,19.41,10.22,2.09,4.09,3.89,3.3,2.96,2.99,3.28
2014,DAWSON,,,,26.89,26.91,25.43,24.27,16.32,17.62,2.03,2.26,0.77,0.98,6.59,0.4,6.91,12.42,11.76,10.98,12.58,7.78,38.85,54.2,48.25,43.58,69.23,54.68,22.89,27.19,28.24,28.73,22.86,18.96,4.75,15.69,15.02,13.89,16.01,8.39,38.37,40.76,39.67,39.88,40.81,33.81,6.32,12.82,17.72,18.14,9.18,6.97,3.72,4.33,3.45,3.03,2.96,2.79
2015,DAWSON,,,,23.33,26.43,27.09,24.01,20.84,14.85,5.15,2.21,1.41,1.25,0.84,3.47,9.95,12.97,12.76,12.09,11.27,8.48,61.41,59.31,50.84,47.24,51.04,59.17,21.19,26.24,28.7,28.94,26.22,18.74,11.77,16.58,16.32,15.46,14.34,9.53,32.76,38.05,39.23,40.03,37.63,33.83,9.93,15.45,16.21,16.86,16.27,4.57,3.88,3.4,3.31,2.9,3.02,3.05
2016,DAWSON,,,,24.02,27.06,28.01,22.37,19.53,17.36,2.2,2.22,0.87,3.59,2.53,0.34,8.74,12.47,11.97,12.87,12.81,8.93,52.07,55.7,42.3,56.47,65.37,57.12,22.29,26.78,30.9,27.04,23.75,20.79,9.29,15.84,15.3,16.32,16.03,10.45,36.62,40.54,42.83,39.34,35.53,35.23,5.78,15.76,21.27,16.74,11.43,7.21,3.89,3.38,3.81,3.06,3.06,3.24
2017,DAWSON,,,,26.99,27.31,26.45,23.13,18.4,17.7,0.68,2.04,1.88,2.13,2.72,0.43,6.87,11.99,12.49,13.08,10.24,7.62,40.72,51.82,49.12,57.44,53.66,52.97,22.49,27.74,28.81,26.72,24.29,17.65,6.05,15.19,16.02,16.61,12.59,6.57,39.16,43.99,38.71,37.48,38.93,33.36,7.47,16.16,20.32,15.42,13.49,0.82,4.01,3.38,3.03,2.64,3.19,3.43
2018,DAWSON,,,,27.2,27.77,24.72,24.46,18.21,13.11,0.81,1.75,1.23,2.0,2.84,5.06,8.68,11.84,10.99,12.05,12.3,9.2,40.13,44.79,41.29,48.41,66.87,70.98,27.07,29.79,29.86,28.58,22.98,16.55,9.41,14.92,13.95,15.4,15.47,10.53,41.98,42.83,41.47,38.94,35.87,34.3,11.88,19.97,20.67,19.34,9.2,1.1,4.27,4.05,3.11,3.23,2.83,3.21
2019,DAWSON,,,,22.96,28.25,27.6,25.16,19.89,17.31,2.29,1.2,1.39,0.92,2.15,0.31,9.87,11.46,11.72,12.11,12.52,6.38,58.34,52.78,45.83,42.51,53.87,47.87,21.77,26.72,28.99,31.1,27.09,16.57,11.41,14.17,14.83,15.4,15.98,3.9,34.66,40.89,41.26,45.17,36.43,34.2,7.58,15.45,17.2,20.98,18.5,-5.87,3.87,3.48,3.21,3.23,3.21,3.38
2020,DAWSON,,,,26.97,29.24,27.02,25.09,19.79,17.64,0.57,0.9,0.96,0.39,0.88,0.14,8.15,10.07,11.3,10.19,9.58,5.61,42.73,41.6,39.67,37.08,53.74,43.8,24.81,28.43,31.22,30.44,22.86,17.92,8.71,11.85,14.16,12.77,11.08,3.13,41.01,41.45,45.03,42.4,38.15,37.86,8.96,13.05,21.66,19.97,8.22,-2.39,3.88,4.23,3.56,3.22,2.81,3.58
2021,DAWSON,,,,24.09,27.38,25.56,23.66,21.82,18.37,2.86,4.47,1.86,1.46,0.3,0.38,10.15,12.64,13.77,13.31,10.14,6.98,59.61,55.68,59.64,56.55,45.82,45.19,21.99,27.41,27.07,27.32,26.12,20.33,12.23,15.99,17.52,16.95,12.28,6.2,36.9,43.38,38.32,39.56,39.44,36.84,8.79,14.4,17.69,16.51,11.76,6.94,4.17,3.24,2.62,3.09,2.95,3.24
2022,DAWSON,,,,27.14,28.09,27.09,21.79,21.7,16.28,0.49,1.34,0.25,2.43,0.56,2.06,6.79,10.07,10.12,12.38,10.68,7.34,33.34,39.43,32.92,49.78,50.55,54.21,26.53,29.6,32.33,28.76,25.63,18.18,4.49,12.38,12.63,15.74,13.17,7.47,41.56,42.38,42.64,41.24,36.13,32.54,8.83,17.95,22.65,19.45,14.86,5.16,4.22,3.88,3.44,2.79,2.78,2.77
2023,DAWSON,,,,24.17,26.93,27.27,25.15,21.05,16.4,2.83,1.8,0.32,0.35,1.63,2.85,9.61,9.33,10.5,9.76,10.5,7.97,53.43,40.49,35.73,32.54,46.06,54.06,23.33,28.85,31.93,31.94,27.77,18.81,11.02,10.68,13.07,12.1,13.08,7.67,37.44,44.6,44.07,43.43,42.47,33.19,10.81,16.27,20.75,19.75,16.51,-1.01,3.21,2.99,3.4,2.99,2.72,3.02
2024,DAWSON,,,,25.21,27.27,26.01,25.35,19.99,17.97,1.7,0.94,1.46,0.61,4.68,0.0,8.38,12.47,12.03,10.59,11.63,7.47,42.68,46.55,46.07,36.34,61.04,45.37,25.33,30.09,29.56,31.64,23.72,21.76,8.17,15.58,15.36,13.37,14.5,7.75,39.84,41.55,41.82,43.47,36.76,35.63,13.16,18.31,18.86,21.41,12.19,7.34,3.67,4.03,3.2,3.14,2.63,3.22
2000,SHACKELFORD,,,,25.92,20.77,26.5,25.53,21.48,11.39,1.66,4.86,0.32,0.09,0.52,3.57,10.3,13.98,10.96,10.19,8.38,10.02,49.62,65.9,38.82,35.08,37.48,67.2,26.36,26.05,31.35,31.95,27.14,19.4,12.87,18.32,14.52,13.36,9.5,12.04,43.09,38.09,41.44,41.39,43.86,38.19,10.35,14.08,21.15,22.28,7.18,4.66,4.4,3.66,3.43,3.46,3.21,3.73
2001,SHACKELFORD,,,,23.85,27.12,26.87,21.64,20.52,17.03,2.46,0.86,0.19,2.25,2.53,1.28,11.33,12.18,12.28,13.34,11.72,7.43,61.48,51.44,41.81,53.79,62.16,54.98,23.83,28.41,32.05,29.15,23.74,18.21,14.67,16.14,16.36,17.59,15.06,7.82,37.74,39.65,42.76,39.88,36.29,32.39,10.93,17.21,20.6,20.59,9.23,3.95,3.66,3.89,3.37,2.69,2.67,3.74
2002,SHACKELFORD,,,,23.46,25.1,22.85,24.47,19.82,10.83,3.35,2.11,5.38,0.81,1.8,5.11,10.49,12.97,15.52,13.46,10.93,9.24,58.69,58.48,69.96,52.48,54.05,73.61,22.89,26.96,26.84,29.55,25.15,16.81,13.26,17.12,20.15,17.78,14.2,11.3,38.44,38.05,38.19,40.72,37.15,33.54,9.69,16.0,19.89,19.5,12.18,4.38,3.9,3.42,3.09,3.07,2.77,2.86
2003,SHACKELFORD,,,,22.54,24.96,26.61,21.31,18.44,15.11,2.07,5.93,0.24,1.86,2.06,2.04,10.04,14.13,12.97,12.94,11.38,9.01,52.46,68.62,50.62,49.78,62.12,60.27,24.88,25.33,29.84,29.99,23.48,19.8,12.52,18.46,17.21,17.18,14.92,10.82,40.12,36.13,40.72,43.53,34.73,32.42,12.83,14.09,21.47,19.09,13.07,6.51,3.35,2.85,3.11,2.81,2.94,2.8
2004,SHACKELFORD,,,,24.36,22.74,24.96,21.4,19.77,12.99,1.37,5.0,2.11,3.77,0.88,4.17,11.24,14.83,13.32,13.75,11.33,10.85,60.18,70.91,56.34,63.2,57.0,71.44,23.86,25.76,28.34,26.36,24.75,19.9,14.48,19.28,17.54,18.01,14.77,13.83,37.65,40.33,40.24,38.43,35.37,31.73,7.28,18.36,17.89,17.49,12.36,7.07,4.09,3.28,3.29,2.66,2.8,3.04
