Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M3_ALLSKY_SFC_SW_DWN,M4_ALLSKY_SFC_SW_DWN,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M3_PRECTOTCORR,M4_PRECTOTCORR,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M3_QV2M,M4_QV2M,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M3_RH2M,M4_RH2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M3_T2M,M4_T2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M3_T2MDEW,M4_T2MDEW,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M3_T2M_MAX,M4_T2M_MAX,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M3_T2M_MIN,M4_T2M_MIN,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M3_WS2M,M4_WS2M,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M
2021,JEFFERSON,,,,16.4,18.35,18.93,22.61,21.44,21.35,2.01,3.54,11.96,6.62,6.16,3.6,10.1,11.4,15.34,18.55,18.74,18.66,82.35,77.8,84.3,83.88,82.86,78.73,16.9,19.88,23.84,27.15,27.62,28.53,13.54,15.24,20.73,23.95,24.18,24.05,26.98,29.65,30.45,34.45,34.42,36.47,3.14,6.53,14.68,20.94,22.77,22.11,1.86,1.88,1.91,1.44,1.14,1.17
2022,JEFFERSON,,,,19.25,20.51,24.16,24.64,24.5,19.83,3.42,1.35,3.13,2.14,4.34,6.83,8.63,11.88,15.35,16.38,18.62,18.93,76.14,73.46,72.87,65.8,75.05,79.39,15.78,21.81,26.87,29.92,29.47,28.64,10.94,15.99,20.71,21.85,24.02,24.31,26.47,31.4,36.44,39.4,36.79,36.71,0.24,7.63,17.29,21.72,24.27,23.84,1.95,2.15,1.9,1.46,1.45,1.28
2023,JEFFERSON,,,,15.42,18.43,20.72,25.69,25.31,24.53,1.55,5.8,4.72,2.79,1.95,0.27,11.23,11.72,15.2,18.2,17.89,16.48,82.26,81.76,80.53,77.55,68.38,57.26,18.33,19.83,24.64,28.36,30.78,32.71,14.94,16.19,20.62,23.5,23.26,21.73,29.57,30.82,32.44,36.67,41.39,43.94,1.4,8.63,13.93,20.74,24.04,23.37,1.94,1.74,1.25,1.36,1.42,1.61
2024,JEFFERSON,,,,14.69,18.43,18.21,23.83,18.78,21.35,3.8,6.15,11.7,4.24,9.97,2.49,10.9,13.26,17.69,18.85,19.15,18.88,85.13,82.69,87.16,80.39,81.99,77.14,17.78,21.47,25.57,28.26,28.22,29.24,15.0,18.07,23.08,24.18,24.51,24.23,26.55,29.87,35.25,36.27,36.2,37.49,6.35,9.53,18.96,22.65,23.58,23.94,1.58,1.97,1.66,1.46,1.13,1.08
2025,JEFFERSON,,,,18.26,19.79,21.12,23.3,22.93,20.82,2.5,2.64,6.78,6.52,3.23,4.46,10.47,13.49,15.89,18.92,18.36,18.22,80.76,81.2,82.47,82.8,76.68,75.15,17.87,22.08,24.72,27.81,28.87,29.09,14.09,18.3,21.19,24.32,23.78,23.65,30.02,29.61,33.18,34.04,38.23,37.13,4.57,6.77,13.18,21.87,22.7,22.51,1.83,2.1,1.72,1.43,1.2,0.97
2000,BROOKS,,,,16.53,20.58,22.62,23.53,26.9,23.24,2.26,1.49,3.48,2.42,0.48,1.16,12.15,12.1,15.96,16.0,14.77,16.36,71.51,65.11,70.23,66.86,57.87,66.43,22.89,24.78,28.3,29.2,30.83,29.68,16.48,16.41,21.35,21.41,19.98,21.79,35.26,37.63,39.85,39.68,41.64,40.12,9.24,10.37,19.31,22.61,22.96,23.39,3.79,3.63,4.08,4.03,3.87,3.0
2001,BROOKS,,,,15.56,18.18,24.22,26.06,25.82,22.59,2.21,1.21,1.19,2.8,0.75,3.7,8.82,13.07,14.07,15.9,16.05,16.75,70.16,68.45,65.16,64.41,63.21,66.12,18.14,25.31,27.68,29.87,30.43,30.24,11.69,18.0,19.23,21.3,21.42,22.13,32.16,38.24,41.6,41.0,40.58,40.25,5.75,13.15,18.53,22.3,22.8,23.82,3.07,4.38,3.73,3.26,3.6,3.64
2002,BROOKS,,,,17.74,20.05,23.7,23.59,23.34,23.5,0.61,0.91,1.58,1.57,3.02,1.09,9.17,13.51,14.07,15.44,17.31,16.94,61.66,68.15,62.79,60.57,71.62,66.19,20.39,26.23,28.15,30.4,29.14,30.2,11.18,18.58,19.14,20.77,22.75,22.36,36.46,41.0,43.13,41.84,38.05,40.08,-0.73,14.69,15.9,22.12,22.57,24.32,3.92,4.46,4.36,3.54,3.59,3.09
2003,BROOKS,,,,15.96,18.13,21.14,24.48,22.4,23.28,1.07,0.82,0.63,1.78,4.27,2.83,10.11,12.54,15.4,16.96,17.21,17.06,71.98,68.74,64.41,66.12,71.05,69.97,19.57,24.18,29.5,30.35,29.15,29.43,13.37,16.89,20.7,22.3,22.65,22.49,33.0,38.33,41.6,40.41,39.54,40.86,4.05,8.28,21.17,23.06,23.24,23.82,3.05,3.74,3.88,3.03,3.12,2.77
2004,BROOKS,,,,13.78,17.05,21.21,23.0,24.97,22.87,1.96,4.83,2.39,5.52,1.16,1.83,11.46,13.05,14.7,17.36,16.73,16.38,72.99,76.28,71.57,72.17,67.74,64.35,21.89,22.81,26.24,29.1,29.72,30.15,15.83,17.86,19.86,22.74,22.17,21.74,31.6,34.47,42.1,40.26,40.44,39.84,11.73,8.45,11.02,23.02,21.57,20.59,3.49,3.74,4.0,3.62,3.12,3.06
2005,BROOKS,,,,18.73,21.25,20.73,25.06,23.75,24.07,0.9,0.21,1.38,0.38,4.13,0.2,9.48,10.16,13.81,15.57,16.92,16.63,66.04,56.54,65.37,60.16,65.78,62.1,20.72,24.62,27.13,30.74,30.58,31.13,12.61,13.33,18.87,20.87,22.28,22.02,38.14,41.18,39.49,40.42,42.2,41.7,6.25,9.1,14.14,23.09,23.14,23.49,3.29,3.79,3.56,3.74,3.23,3.05
2006,BROOKS,,,,16.88,21.54,23.63,25.42,23.35,23.33,0.33,0.52,1.67,2.39,3.64,0.23,10.34,12.64,13.92,15.22,17.13,17.0,62.35,62.56,61.23,64.04,70.04,66.58,22.87,26.68,28.39,29.28,29.36,30.19,13.31,17.13,18.73,20.58,22.56,22.39,37.39,40.63,43.6,41.06,38.28,39.02,5.65,14.55,16.11,20.31,23.94,24.47,4.19,4.26,3.82,3.23,3.1,3.16
2007,BROOKS,,,,15.45,17.91,19.28,22.38,19.66,21.39,0.97,0.87,2.84,4.75,6.95,3.82,11.39,11.67,14.79,16.85,18.47,18.42,71.02,69.63,71.75,70.29,81.29,76.83,21.62,22.68,26.39,29.18,27.75,28.74,15.11,15.73,20.09,22.23,23.81,23.79,32.94,37.31,37.46,39.51,37.12,36.9,5.05,4.47,17.41,22.09,22.91,23.36,4.0,3.8,3.48,3.51,2.86,2.54
2008,BROOKS,,,,19.46,21.82,22.69,25.35,20.99,20.28,0.05,0.79,0.98,0.37,6.87,4.86,9.09,11.28,14.16,15.2,17.03,18.05,58.53,60.1,62.02,59.52,75.1,75.82,21.4,24.96,28.69,30.49,28.03,28.78,10.72,14.85,19.14,20.57,22.47,23.38,38.59,38.24,42.48,40.14,38.84,38.85,4.68,10.6,17.47,23.16,22.2,22.57,4.51,4.2,3.8,4.39,3.64,2.81
2009,BROOKS,,,,18.84,20.89,23.23,26.16,25.98,24.31,0.22,0.09,1.78,0.34,0.22,0.64,9.33,10.63,14.27,15.56,15.51,15.52,62.47,56.3,64.03,60.7,57.15,59.82,20.83,25.13,28.1,30.6,31.88,30.85,11.53,13.2,19.38,20.91,20.82,20.86,35.97,37.92,41.44,40.53,42.19,40.68,5.8,11.56,16.82,21.17,23.53,23.46,4.0,4.41,3.76,3.92,4.26,3.43
2010,BROOKS,,,,19.56,18.57,22.72,24.55,22.11,24.47,0.55,3.6,2.36,3.72,5.33,0.63,8.08,12.19,14.73,17.4,18.46,17.09,64.95,71.61,67.49,67.92,76.59,65.14,18.19,23.31,27.52,30.26,28.86,30.63,10.04,16.69,19.71,22.77,23.81,22.47,32.65,37.08,37.59,39.57,37.29,40.96,2.71,12.97,14.91,22.26,22.59,21.24,3.55,3.69,3.92,3.82,3.21,2.83
2011,BROOKS,,,,19.28,24.0,22.38,25.5,25.69,25.16,0.16,0.01,0.52,1.3,0.52,0.22,10.46,11.61,13.79,15.37,16.09,16.26,65.36,55.44,60.27,60.95,61.44,59.04,22.4,27.41,28.44,30.32,30.83,31.88,14.02,14.86,18.49,20.63,21.48,21.57,36.95,42.49,42.75,41.5,40.36,42.12,6.3,13.1,15.34,21.75,22.71,24.36,3.94,4.86,4.52,3.94,3.75,3.54
2012,BROOKS,,,,17.91,22.11,23.87,24.49,23.4,24.06,1.24,0.5,1.56,1.61,1.86,0.54,11.28,12.23,14.13,15.41,16.26,15.81,68.29,61.67,64.05,60.37,65.07,59.51,22.54,26.28,28.06,30.5,29.9,31.16,15.13,16.73,19.31,20.72,21.69,21.16,34.7,39.15,40.75,41.86,39.42,40.48,7.91,15.47,18.28,22.32,23.05,23.58,4.06,4.02,3.67,3.4,3.54,3.39
2013,BROOKS,,,,19.74,18.7,20.55,24.74,23.54,23.48,0.08,1.68,2.72,0.91,0.76,1.67,8.11,11.23,14.17,15.69,15.53,16.19,56.2,64.81,67.93,62.42,61.88,64.6,20.48,23.4,26.29,30.21,30.15,30.18,9.17,14.88,18.8,21.06,20.91,21.57,37.98,41.0,38.76,41.33,40.64,42.09,6.81,10.37,10.27,21.63,22.53,23.55,3.88,4.03,4.04,3.71,3.6,3.13
2014,BROOKS,,,,15.22,20.26,21.67,23.44,24.24,23.76,1.84,0.27,2.38,1.2,1.03,2.81,9.55,11.09,12.97,16.08,16.08,17.15,72.97,62.12,65.1,63.38,65.1,68.68,18.3,24.28,25.72,30.22,29.9,29.82,12.52,14.68,17.39,21.5,21.47,22.54,34.26,41.26,37.27,41.19,40.11,39.5,3.56,9.19,13.12,22.92,22.94,23.31,3.38,3.75,3.97,4.4,3.54,3.17
2015,BROOKS,,,,13.34,16.39,18.04,23.35,25.96,24.45,3.58,3.42,6.87,2.91,0.73,1.23,10.51,14.74,16.93,17.31,16.86,16.63,79.07,78.86,79.24,73.98,67.51,65.47,18.33,24.28,26.61,28.39,30.0,30.24,14.1,19.83,22.25,22.74,22.26,21.97,30.62,34.74,36.9,36.24,39.38,39.89,3.32,12.04,14.28,20.35,22.16,21.74,2.69,3.07,3.87,3.04,4.06,3.1
2016,BROOKS,,,,17.64,20.11,18.55,24.55,25.86,22.11,2.44,1.15,4.34,3.25,0.11,2.32,11.27,13.04,15.67,17.1,16.97,17.52,70.15,68.77,71.04,72.05,64.62,68.39,22.05,24.82,27.37,28.78,30.75,30.24,15.26,17.57,20.73,22.54,22.38,22.9,36.07,37.04,39.59,38.7,40.0,40.15,7.63,10.58,16.6,20.02,25.01,23.96,3.41,3.19,3.36,2.81,4.0,3.17
2017,BROOKS,,,,16.97,22.51,21.37,25.39,24.59,22.02,2.94,1.53,3.18,1.52,0.52,2.37,11.7,11.94,14.32,16.27,16.15,16.79,71.92,62.66,64.3,64.6,63.22,64.67,22.5,25.37,27.68,30.06,30.32,30.47,16.1,15.98,19.09,21.64,21.58,22.17,34.58,41.55,39.77,43.4,40.74,40.1,10.31,13.0,15.1,22.25,22.16,23.18,3.82,3.61,3.71,3.14,3.44,3.68
2018,BROOKS,,,,18.11,20.66,25.24,23.97,25.52,24.66,0.89,0.54,0.91,9.88,1.44,1.46,10.81,10.94,14.24,17.57,17.29,16.92,65.67,61.79,62.91,71.99,71.68,67.86,22.56,24.03,28.61,29.48,29.25,29.78,14.51,14.75,19.35,22.87,22.73,22.36,35.69,39.05,39.24,41.32,41.23,38.64,11.0,7.43,17.66,23.53,23.07,23.26,3.55,3.85,3.75,3.98,2.92,3.28
2019,BROOKS,,,,13.33,21.49,19.44,24.35,25.56,24.45,1.29,1.02,2.01,3.46,0.84,0.87,10.01,11.39,16.36,17.6,16.33,17.25,70.28,65.12,72.19,68.44,62.06,62.75,19.28,23.78,28.02,30.29,30.91,31.69,12.98,15.44,21.73,22.95,21.68,22.58,34.26,36.91,39.52,41.59,40.46,41.28,2.06,8.02,17.36,22.17,21.16,24.56,3.55,3.65,3.97,3.3,3.64,3.65
2020,BROOKS,,,,15.67,17.53,22.41,24.2,24.21,24.6,0.57,1.11,5.35,3.34,3.81,0.68,12.39,13.25,15.77,16.84,17.34,16.75,69.27,66.67,71.42,70.04,67.88,63.16,24.12,25.91,27.57,28.91,30.36,30.99,16.95,17.78,21.05,22.17,22.67,22.13,38.42,40.64,38.3,39.77,41.73,40.35,10.85,11.73,17.44,20.59,23.6,23.11,3.79,3.3,3.55,3.22,3.7,3.01
2021,BROOKS,,,,17.61,17.93,21.96,23.59,22.97,24.15,0.24,1.77,7.62,3.16,7.25,1.17,9.76,12.03,16.17,17.51,18.34,18.08,65.29,64.28,77.05,72.9,78.62,71.54,21.16,24.78,26.46,28.93,28.28,29.82,12.79,16.14,21.53,22.88,23.74,23.46,37.61,40.53,39.26,38.33,36.42,38.48,9.4,12.55,16.82,20.75,22.64,24.43,3.61,3.68,3.47,3.0,2.68,2.81
2022,BROOKS,,,,20.45,19.06,23.38,26.92,26.43,21.62,0.12,1.46,2.28,0.12,0.32,5.09,8.45,13.49,16.18,15.85,16.47,18.05,63.02,67.69,68.8,62.26,61.18,72.04,19.44,25.95,28.97,30.52,31.46,29.72,10.12,18.11,21.51,21.19,21.86,23.38,36.05,39.77,41.55,40.64,41.44,38.91,2.98,11.63,21.23,22.47,23.77,24.64,3.58,4.13,4.14,3.6,4.01,3.1
2023,BROOKS,,,,16.24,17.29,20.26,27.25,25.9,25.21,0.73,4.07,1.95,0.95,1.12,2.38,11.31,12.99,15.76,16.78,17.43,17.31,65.78,72.06,73.43,62.38,63.94,63.39,23.07,24.01,27.04,31.72,31.77,31.76,14.87,17.65,21.17,22.04,22.74,22.54,38.72,39.91,36.21,45.83,41.08,41.82,7.0,13.03,16.76,22.24,23.74,23.11,3.89,3.23,2.59,3.6,3.78,3.34
2024,BROOKS,,,,16.41,18.42,19.52,24.34,22.56,24.45,1.27,0.3,1.27,4.48,5.17,0.72,11.44,13.11,18.0,18.4,18.44,17.82,71.48,65.17,68.91,68.1,74.45,66.7,21.99,25.85,30.58,31.15,29.49,31.01,15.54,17.38,23.24,23.66,23.79,23.2,35.68,37.43,43.76,42.14,39.43,41.07,10.56,12.16,20.54,25.44,24.25,23.93,3.18,3.85,3.51,3.56,2.75,2.46
2025,BROOKS,,,,20.08,21.55,21.82,23.79,23.02,23.95,9.2,0.45,4.07,3.77,2.52,1.19,10.42,13.39,16.44,18.16,17.61,17.22,63.21,69.33,70.7,72.76,72.43,65.09,22.74,24.97,28.41,29.67,29.31,30.99,12.84,17.95,21.68,23.53,23.01,22.62,38.75,35.98,40.81,39.0,39.59,40.27,9.88,8.28,16.25,23.77,22.63,25.03,3.43,3.93,3.38,3.41,3.51,2.82
2000,WILBARGER,,,,16.86,20.9,24.74,20.33,25.41,25.49,3.32,2.74,1.23,5.29,0.67,0.05,6.17,6.85,9.19,13.69,11.44,9.97,61.18,54.59,46.57,65.94,42.14,32.39,13.8,17.58,25.71,25.78,31.09,32.99,5.22,6.95,11.25,18.09,15.35,13.26,28.86,34.67,45.11,38.89,43.49,42.45,-0.06,1.18,9.45,13.83,20.61,21.93,3.58,3.48,3.78,3.46,3.33,3.42
2001,WILBARGER,,,,15.03,21.07,24.42,28.36,27.66,22.16,1.99,0.45,3.99,0.8,0.18,2.4,5.49,8.46,11.37,11.99,12.32,13.45,73.1,58.72,64.16,49.35,39.6,52.94,9.41,19.18,23.0,28.88,33.3,29.62,4.2,9.74,14.85,16.04,16.57,17.94,25.47,34.03,36.41,40.11,43.99,40.61,-4.39,3.5,8.31,16.02,22.37,20.8,2.58,3.75,3.28,3.81,3.54,2.67
2002,WILBARGER,,,,18.32,18.83,22.2,25.91,23.61,23.81,2.26,3.54,1.41,3.61,4.71,0.96,4.37,9.03,9.71,13.23,15.24,13.29,53.08,65.53,55.52,59.91,65.73,50.95,10.33,18.48,22.67,26.98,27.82,29.82,-0.24,10.92,12.23,17.62,20.04,17.79,32.05,32.85,36.28,36.68,40.48,40.15,-7.99,0.91,9.38,15.21,20.16,18.95,3.66,3.38,3.89,3.51,2.96,3.11
2003,WILBARGER,,,,18.41,23.9,23.35,24.51,27.44,22.75,0.53,1.47,2.18,5.57,0.12,2.02,5.4,6.73,9.52,13.58,12.22,12.65,59.8,48.65,53.5,66.56,45.06,46.68,12.1,19.03,23.64,25.29,31.02,30.91,3.27,6.42,11.78,17.92,16.42,16.99,30.57,34.87,40.12,37.02,41.64,44.29,-5.88,-0.06,11.65,14.23,21.03,19.52,3.12,3.82,3.28,2.83,3.32,2.83
2004,WILBARGER,,,,17.09,20.55,25.24,23.41,24.96,22.08,2.01,2.61,0.54,5.27,3.02,2.39,6.76,7.8,10.14,14.73,13.25,13.16,63.39,59.89,52.51,69.91,54.54,59.49,14.58,18.04,24.77,25.98,28.93,26.86,6.67,8.92,12.8,19.32,17.62,17.53,30.45,32.99,39.58,39.09,41.69,39.37,1.45,1.15,7.12,16.44,17.56,16.42,3.38,3.31,4.17,3.19,3.08,2.86
2005,WILBARGER,,,,18.34,24.09,19.83,26.82,26.35,22.23,0.79,0.35,2.42,1.63,2.78,4.92,5.13,6.43,10.59,12.5,13.06,14.88,61.85,51.9,63.39,52.1,51.62,63.53,11.41,17.34,22.23,28.62,29.4,27.95,3.22,6.0,13.88,16.62,17.47,19.52,29.45,30.77,38.7,40.02,42.47,38.17,-1.52,3.76,5.98,17.94,17.77,19.26,3.28,3.93,3.1,3.61,2.88,2.39
2006,WILBARGER,,,,16.93,22.93,25.46,27.97,27.13,23.48,1.83,1.4,2.43,0.86,0.64,1.93,5.14,6.92,9.88,10.48,11.51,13.16,51.38,44.7,52.6,42.41,39.33,46.3,14.03,21.27,24.42,29.5,32.18,31.63,2.53,6.69,12.55,13.82,15.45,17.57,34.0,38.69,39.93,41.71,42.91,41.89,-4.0,6.19,9.01,16.94,20.19,18.59,3.6,3.81,3.48,3.27,3.39,2.66
2007,WILBARGER,,,,16.55,19.71,19.35,21.55,24.84,22.77,3.01,1.58,4.11,7.8,1.97,3.13,7.64,7.06,12.33,14.96,15.63,15.83,64.28,61.96,74.19,73.79,70.78,64.86,15.31,15.33,21.84,25.09,26.74,28.6,7.55,7.03,16.51,19.54,20.43,20.6,29.17,29.51,33.61,35.21,35.27,38.44,-4.59,-0.62,10.62,14.53,18.96,21.49,3.2,3.42,2.87,2.75,2.33,3.08
2008,WILBARGER,,,,18.21,24.19,25.72,27.05,25.01,21.02,1.75,2.45,2.84,2.03,1.01,3.04,5.38,6.14,9.87,12.28,12.81,13.62,56.97,51.24,52.89,47.61,47.34,57.62,12.68,17.14,23.69,29.95,30.68,28.45,3.11,5.07,11.98,16.41,17.18,18.13,32.23,34.29,39.05,42.12,41.49,41.57,-6.02,2.32,6.61,17.9,21.02,18.02,3.82,4.03,3.86,4.17,3.33,2.6
2009,WILBARGER,,,,17.21,21.28,21.32,24.44,26.04,25.17,0.69,4.02,2.31,2.52,2.97,0.8,5.03,6.72,10.26,12.65,12.44,12.29,49.31,49.96,63.38,50.59,48.45,46.28,14.05,18.15,21.63,29.37,30.16,30.32,2.02,5.51,13.3,16.84,16.61,16.44,33.19,37.79,37.87,42.44,43.29,41.67,-4.97,-0.53,7.7,14.93,19.11,18.02,3.76,4.32,2.94,3.16,2.9,3.18
2010,WILBARGER,,,,17.64,20.44,22.53,26.26,23.05,24.71,1.0,3.89,2.13,2.21,4.94,1.15,4.9,7.94,10.48,14.48,16.42,13.37,60.38,61.31,60.36,56.89,68.03,47.23,10.99,17.81,22.5,29.34,28.29,31.02,2.38,8.85,13.21,19.1,21.19,17.61,33.33,34.1,36.92,39.82,39.65,40.93,-4.19,2.82,7.4,20.06,22.0,17.76,3.89,4.12,3.22,3.64,2.84,2.75
2011,WILBARGER,,,,18.58,23.62,26.27,28.72,26.68,24.61,0.04,0.24,1.68,0.24,0.16,0.32,5.05,5.51,7.6,9.47,11.01,10.68,49.43,36.76,40.47,31.02,30.97,31.1,14.35,20.89,24.22,33.27,35.34,35.18,2.37,3.13,7.85,12.2,14.81,14.19,34.67,38.99,42.78,46.2,44.71,45.09,-1.54,5.23,4.11,20.86,25.84,24.73,3.44,4.1,4.24,4.61,3.17,3.23
2012,WILBARGER,,,,17.88,22.83,24.3,26.18,26.48,23.1,1.93,1.56,1.64,2.36,0.71,1.8,7.4,8.38,10.13,12.9,12.02,11.24,60.15,53.11,49.72,53.79,40.94,44.86,16.25,21.46,25.89,28.88,32.25,29.93,7.12,9.95,13.11,17.11,16.19,14.81,32.55,41.11,41.19,43.63,44.09,45.33,1.08,7.56,12.55,15.77,23.09,17.39,3.57,3.56,3.94,3.4,3.22,2.86
2013,WILBARGER,,,,19.06,22.08,23.6,26.95,24.11,24.1,0.25,1.69,1.09,2.55,3.18,1.29,4.6,6.25,9.27,12.19,12.86,12.89,50.68,53.5,50.56,50.04,52.29,48.56,12.07,16.21,23.49,28.8,29.11,30.44,0.79,5.22,10.87,16.21,16.86,17.32,31.03,34.26,41.12,42.33,42.02,42.14,-3.75,-1.1,3.2,16.17,17.3,19.78,3.47,3.88,3.99,3.71,3.2,2.88
2014,WILBARGER,,,,19.24,22.44,25.01,25.59,23.12,24.01,0.68,0.99,2.29,3.3,3.15,1.43,3.77,5.9,8.54,13.84,12.92,12.49,47.61,45.06,46.4,58.42,54.26,47.22,10.85,18.42,23.94,28.15,28.56,30.39,-1.55,4.18,9.19,18.32,17.26,16.79,31.24,35.44,40.72,41.05,40.81,42.75,-8.95,0.67,5.34,15.36,17.26,18.47,3.87,4.0,3.7,4.02,3.03,2.88
2015,WILBARGER,,,,17.61,20.21,19.05,25.83,25.52,22.43,1.3,3.17,11.16,3.55,2.45,1.09,5.91,8.44,12.16,15.38,15.38,13.66,64.8,60.17,76.95,70.48,60.89,55.59,12.45,19.05,20.75,26.56,29.16,28.75,4.82,9.88,16.0,20.14,20.16,18.18,32.7,35.09,30.48,36.3,38.46,40.65,-6.43,5.51,9.16,15.26,16.53,15.17,2.62,3.6,3.29,3.05,3.23,2.95
2016,WILBARGER,,,,19.57,21.04,23.27,25.51,26.68,22.33,0.78,4.5,4.42,2.93,1.99,2.74,6.13,8.1,11.07,15.3,15.34,14.36,59.05,63.01,68.14,68.42,55.71,59.17,14.24,17.7,21.28,26.92,30.72,28.58,5.11,9.35,14.19,19.97,20.09,18.92,30.15,31.75,35.56,37.4,39.61,40.03,-1.99,2.63,7.1,14.62,21.94,17.99,3.8,3.21,3.35,2.96,3.57,2.9
2017,WILBARGER,,,,18.83,19.35,25.81,25.21,26.28,21.43,1.96,1.8,2.17,2.94,2.26,3.87,6.94,8.38,8.84,13.6,14.64,14.75,60.1,62.51,52.51,59.82,54.43,64.1,15.62,18.15,22.34,27.54,30.51,27.4,6.8,9.78,10.88,18.07,19.34,19.36,33.96,34.32,38.21,39.48,41.18,38.2,0.48,5.33,4.9,17.37,19.43,16.62,3.69,3.75,3.44,3.4,2.57,2.52
2018,WILBARGER,,,,18.99,23.42,25.88,26.64,24.62,22.88,0.9,0.57,3.06,1.06,1.3,1.54,5.67,5.31,11.72,13.44,12.71,13.29,54.96,47.58,54.26,48.97,45.89,51.08,14.09,16.0,26.69,30.74,31.46,29.96,3.81,3.04,15.47,17.84,16.98,17.71,31.21,36.99,41.84,41.51,45.45,40.31,-1.98,-1.35,12.6,19.17,19.36,19.44,3.36,4.06,3.6,3.8,2.66,3.05
2019,WILBARGER,,,,17.73,20.84,20.77,26.64,27.28,23.43,1.4,4.25,5.32,2.89,0.84,1.07,5.35,8.51,12.31,14.71,14.6,14.78,64.23,66.0,75.01,69.56,58.72,52.14,10.21,17.4,21.27,25.86,28.85,31.45,2.89,10.05,16.08,19.25,19.1,19.48,25.95,33.29,32.43,38.49,39.06,43.12,-7.92,2.67,6.47,15.09,18.38,21.27,3.22,3.51,3.47,2.94,3.02,3.19
2020,WILBARGER,,,,15.27,22.02,25.05,28.28,25.43,23.79,4.03,0.76,3.79,2.41,2.27,1.43,7.25,7.27,10.96,13.26,14.69,12.84,69.35,59.38,61.06,56.52,53.4,48.64,14.25,16.88,23.29,27.9,31.08,30.27,7.8,7.63,14.05,17.21,19.24,17.14,32.84,36.67,41.28,40.45,44.83,43.32,0.31,0.42,7.25,14.14,20.8,19.58,2.98,3.58,3.32,3.76,3.07,2.93
2021,WILBARGER,,,,19.03,20.34,20.76,25.09,25.23,22.99,0.95,2.8,4.04,4.75,2.66,1.75,5.51,6.65,11.37,15.41,15.74,14.89,55.39,56.22,71.25,69.79,65.69,59.97,13.56,16.3,21.01,26.81,28.19,28.92,3.59,6.14,14.92,20.03,20.56,19.58,29.77,32.39,35.67,38.67,39.14,39.9,-1.8,1.85,8.02,13.63,19.11,18.08,3.8,3.55,3.47,2.9,2.43,3.11
2022,WILBARGER,,,,19.36,23.16,25.3,26.71,26.03,21.96,0.58,1.2,3.16,2.37,0.89,3.42,3.97,6.41,9.83,12.31,12.07,13.53,43.7,45.93,50.0,49.94,37.6,52.32,12.45,19.26,25.48,29.61,33.87,30.24,-1.08,5.14,12.26,16.41,16.22,17.97,33.6,37.53,42.27,42.9,44.66,42.82,-4.18,3.62,8.96,16.19,24.11,21.11,3.53,4.01,4.02,3.29,3.03,2.57
2023,WILBARGER,,,,17.84,22.09,22.58,24.7,25.88,24.67,1.3,1.3,3.81,2.27,2.1,0.38,5.21,5.95,11.64,14.03,13.57,10.89,55.7,49.24,66.64,60.31,48.21,34.26,12.39,17.2,22.8,28.28,31.68,33.65,2.55,4.64,15.27,18.41,17.9,14.57,30.49,35.2,36.61,44.78,43.7,45.31,-4.75,3.25,8.9,17.24,21.7,20.84,3.46,3.39,2.64,2.55,2.76,2.96
2024,WILBARGER,,,,17.81,21.47,22.81,25.2,25.97,24.41,1.38,3.75,4.67,2.51,1.54,0.28,6.03,8.05,12.45,15.88,13.6,12.31,60.03,57.48,68.39,64.69,50.87,40.37,13.79,18.8,23.51,28.82,30.39,32.88,5.1,8.86,16.25,20.61,18.15,16.56,29.3,33.89,36.9,41.62,41.96,45.51,0.71,6.19,11.48,19.15,19.43,22.74,3.21,3.53,3.08,3.45,3.16,3.12
2025,WILBARGER,,,,19.18,19.37,23.34,24.92,24.64,22.09,1.21,8.48,3.16,3.76,1.11,2.71,5.21,8.67,11.02,15.8,15.34,14.93,48.49,62.36,66.75,68.79,60.02,60.35,15.08,18.53,21.83,27.33,29.55,29.01,2.73,9.88,14.39,20.53,20.1,19.7,32.36,35.9,36.75,36.92,39.8,39.76,0.53,1.16,7.89,14.71,21.61,19.29,3.78,3.58,2.7,3.21,3.09,2.69
2000,SAN PATRICIO,,,,16.27,20.18,21.89,23.26,26.03,23.1,2.87,0.96,2.78,2.51,0.44,0.6,12.05,12.26,16.62,17.09,16.27,16.95,76.0,70.83,76.8,73.84,65.9,68.45,21.39,23.26,27.04,28.3,29.88,29.7,16.33,16.63,22.08,22.6,21.69,22.42,33.54,35.99,35.66,36.02,39.42,40.1,7.89,9.2,17.14,22.38,23.96,24.04,3.84,3.47,4.06,3.91,3.4,2.82
